UUID,putaway zone,volume
A000779,OPT-A-01-04,169
A000780,OPT-C-01-04,12.555
A000781,OPT-C-01-04,4.352
A000782,OPT-AAA-01-04,10.4
A000783,OPT-C-01-04,4.608
A000784,OPT-AAA-01-04,1.3
A000785,OPT-AAA-01-04,4.352
A000786,,5.202
A000787,OPT-C-01-04,3.042
A000788,OPT-AA-01-04,0.2
A000789,OPT-AA-01-04,3.6
A000790,OPT-AAAA-01-04,2.52
A000791,OPT-AAA-01-04,0.99
A000792,OPT-AAAA-01-04,1.5
A000793,OPT-C-01-04,1.89
A000794,OPT-B-01-04,3.6
A000795,OPT-B-01-04,0.572
A000796,OPT-B-01-04,1.17
A000797,OPT-AA-01-04,3.45
A000798,OPT-A-01-04,4.232
A000799,OPT-A-01-04,0.507
A000800,,27
A000801,OPT-C-01-04,0.1
A000802,OPT-C-01-04,0.288
A000803,OPT-C-01-04,0.392
A000804,OPT-AA-01-04,0.512
A000805,OPT-AA-01-04,1.2
A000806,OPT-C-01-04,1.058
A000807,OPT-B-01-04,1.458
A000808,OPT-C-01-04,2.7
A000809,OPT-C-01-04,4.332
A000810,OPT-C-01-04,0.256
A000811,OPT-C-01-04,0.8
A000812,OPT-C-01-04,1.152
A000813,OPT-C-01-04,2.7
A000814,OPT-C-01-04,3.675
A000815,OPT-AA-01-04,0.8
A000816,OPT-C-01-04,0.882
A000817,,0.4
A000818,OPT-C-01-04,24.037
A000819,OPT-A-01-04,2.4
A000820,OPT-C-01-04,5.625
A000821,OPT-C-01-04,0.625
A000822,OPT-C-01-04,0.784
A000823,OPT-A-01-04,0.576
A000824,OPT-C-01-04,0.784
A000825,OPT-C-01-04,1.568
A000826,OPT-C-01-04,1.25
A000827,OPT-C-01-04,0.675
A000828,OPT-C-01-04,0.867
A000829,OPT-AA-01-04,3.6
A000830,OPT-C-01-04,10.584
A000831,OPT-C-01-04,4.096
A000832,OPT-C-01-04,4.624
A000833,OPT-C-01-04,0
A000834,OPT-C-01-04,1.152
A000835,OPT-C-01-04,7.5
A000836,OPT-B-01-04,0.144
A000837,OPT-C-01-04,0.648
A000838,OPT-C-01-04,0.529
A000839,OPT-AA-01-04,2.7
A000840,OPT-A-01-04,4.107
A000841,OPT-C-01-04,12.544
A000842,OPT-C-01-04,0
A000843,OPT-C-01-04,1.152
A000844,OPT-C-01-04,0.675
A000845,OPT-C-01-04,2.116
A000846,OPT-C-01-04,0.6
A000847,OPT-A-01-04,0.529
A000848,OPT-C-01-04,0.882
A000849,OPT-B-01-04,0.1
A000850,OPT-C-01-04,0.675
A000851,OPT-C-01-04,0
A000852,OPT-C-01-04,0.1
A000853,OPT-C-01-04,0.972
A000854,OPT-C-01-04,0.392
A000855,OPT-B-01-04,6.084
A000856,OPT-C-01-04,25.688
A000857,OPT-C-01-04,21.296
A000858,OPT-C-01-04,28
A000859,OPT-C-01-04,43.75
A000860,OPT-AAAA-01-04,21.78
A000861,OPT-C-01-04,1.05
A000862,OPT-C-01-04,1.296
A000863,OPT-B-01-04,2.176
A000864,OPT-AAA-01-04,2.628
A000865,OPT-C-01-04,4.032
A000866,OPT-C-01-04,1.28
A000867,OPT-C-01-04,9
A000868,OPT-C-01-04,0.5
A000869,OPT-AAAA-01-04,0.576
A000870,OPT-AA-01-04,1.152
A000871,OPT-C-01-04,4.624
A000872,OPT-C-01-04,0.144
A000873,OPT-C-01-04,0.25
A000874,OPT-B-01-04,1.152
A000875,OPT-C-01-04,1.6
A000876,OPT-C-01-04,2.88
A000877,OPT-C-01-04,9.072
A000878,OPT-A-01-04,10.8
A000879,OPT-C-01-04,3.888
A000880,OPT-AAAA-01-04,2.88
A000881,OPT-C-01-04,11.76
A000882,OPT-C-01-04,0.399
A000883,OPT-A-01-04,2.738
A000884,OPT-C-01-04,1.225
A000885,OPT-C-01-04,7.2
A000886,OPT-C-01-04,8.576
A000887,OPT-C-01-04,4.992
A000888,OPT-C-01-04,0.441
A000889,OPT-C-01-04,0.676
A000890,OPT-C-01-04,102.675
A000891,OPT-C-01-04,22.428
A000892,OPT-C-01-04,19.908
A000893,OPT-B-01-04,0.675
A000894,OPT-C-01-04,0.84
A000895,OPT-C-01-04,9.8
A000896,OPT-C-01-04,0.65
A000897,,4.232
A000898,OPT-C-01-04,4.05
A000899,OPT-C-01-04,5
A000900,OPT-C-01-04,6.27
A000901,OPT-C-01-04,10.368
A000902,OPT-B-01-04,19.2
A000903,OPT-C-01-04,24.84
A000904,OPT-C-01-04,27.648
A000905,OPT-C-01-04,54.756
A000906,OPT-C-01-04,76.176
A000907,OPT-C-01-04,4.05
A000908,OPT-C-01-04,3.78
A000909,OPT-C-01-04,20
A000910,OPT-C-01-04,13.216
A000911,OPT-A-01-04,0.484
A000912,OPT-C-01-04,4.416
A000913,OPT-C-01-04,51.076
A000914,OPT-C-01-04,69.696
A000915,OPT-C-01-04,7.442
A000916,OPT-C-01-04,0.144
A000917,OPT-C-01-04,2.304
A000918,OPT-C-01-04,0.18
A000919,OPT-C-01-04,0.72
A000920,OPT-C-01-04,0.578
A000921,OPT-C-01-04,12.5
A000922,OPT-C-01-04,0.612
A000923,OPT-C-01-04,4.332
A000924,OPT-B-01-04,4.704
A000925,OPT-C-01-04,95.625
A000926,OPT-C-01-04,0
A000927,OPT-C-01-04,0
A000928,OPT-C-01-04,630
A000929,OPT-MDK-14,137.275
A000930,OPT-C-01-04,548.8
A000931,OPT-A-01-04,509.6
A000932,OPT-C-01-04,1134
A000933,OPT-C-01-04,0
A000934,OPT-C-01-04,382.743
A000935,OPT-C-01-04,56.784
A000936,OPT-C-01-04,90
A000937,OPT-C-01-04,0.027
A000938,OPT-C-01-04,0.512
A000939,OPT-C-01-04,0.729
A000940,OPT-C-01-04,468.75
A000941,OPT-C-01-04,522.72
A000942,OPT-A-01-04,507
A000943,OPT-C-01-04,1408
A000944,OPT-C-01-04,0
A000945,OPT-C-01-04,0
A000946,OPT-C-01-04,400
A000947,OPT-C-01-04,591.5
A000948,OPT-C-01-04,0
A000949,OPT-C-01-04,243
A000950,OPT-C-01-04,489.6
A000951,OPT-C-01-04,556.6
A000952,OPT-C-01-04,0
A000953,OPT-C-01-04,418.95
A000954,OPT-C-01-04,574.6
A000955,OPT-MDK-14,882
A000956,OPT-A-01-04,375.1
A000957,OPT-C-01-04,967.5
A000958,OPT-C-01-04,625
A000959,OPT-C-01-04,580.8
A000960,OPT-C-01-04,550
A000961,OPT-C-01-04,291.6
A000962,OPT-C-01-04,1152
A000963,OPT-C-01-04,1176
A000964,OPT-C-01-04,787.5
A000965,OPT-C-01-04,1633.5
A000966,OPT-C-01-04,557.7
A000967,OPT-C-01-04,0.64
A000968,OPT-C-01-04,310
A000969,OPT-C-01-04,204.8
A000970,OPT-C-01-04,282.27
A000971,OPT-C-01-04,0
A000972,OPT-C-01-04,259.2
A000973,OPT-C-01-04,133.848
A000974,OPT-C-01-04,41.472
A000975,OPT-C-01-04,13.068
A000976,OPT-C-01-04,54.08
A000977,OPT-C-01-04,71.825
A000978,OPT-C-01-04,67.6
A000979,OPT-C-01-04,507
A000980,OPT-C-01-04,13.52
A000981,OPT-B-01-04,7.744
A000982,OPT-C-01-04,17.457
A000983,OPT-C-01-04,112.5
A000984,OPT-C-01-04,134.67
A000985,OPT-C-01-04,268.96
A000986,OPT-C-01-04,10.4
A000987,OPT-C-01-04,20.48
A000988,OPT-C-01-04,5.733
A000989,OPT-C-01-04,125
A000990,OPT-C-01-04,5.29
A000991,OPT-B-01-04,19.98
A000992,OPT-C-01-04,69.325
A000993,OPT-C-01-04,14.4
A000994,OPT-AAAA-01-04,32
A000995,OPT-A-01-04,12
A000996,OPT-C-01-04,16
A000997,OPT-C-01-04,2.496
A000998,OPT-C-01-04,4.48
A000999,OPT-B-01-04,0
A001000,OPT-C-01-04,35.28
A001001,OPT-C-01-04,12.6
A001002,OPT-C-01-04,48.074
A001003,OPT-C-01-04,45.864
A001004,OPT-C-01-04,96.1
A001005,OPT-C-01-04,3.528
A001006,OPT-C-01-04,6.05
A001007,OPT-C-01-04,6.498
A001008,OPT-C-01-04,1.53
A001009,OPT-A-01-04,3.96
A001010,OPT-C-01-04,1.296
A001011,OPT-A-01-04,2.34
A001012,OPT-AAAA-01-04,3.078
A001013,OPT-C-01-04,76.7
A001014,OPT-C-01-04,9.633
A001015,OPT-C-01-04,0
A001016,OPT-AA-01-04,0.722
A001017,OPT-AAA-01-04,48.125
A001018,OPT-A-01-04,0.78
A001019,OPT-C-01-04,0.91
A001020,OPT-C-01-04,2.624
A001021,OPT-B-01-04,35.912
A001022,OPT-AA-01-04,0.612
A001023,OPT-C-01-04,18.392
A001024,OPT-C-01-04,21.375
A001025,OPT-C-01-04,22.542
A001026,OPT-A-01-04,627.2
A001027,OPT-MDK-14,503.88
A001028,OPT-MDK-14,572
A001029,OPT-MDK-14,1117.2
A001030,OPT-MDK-14,1867.25
A001031,OPT-C-01-04,668.96
A001032,OPT-C-01-04,426.87
A001033,OPT-C-05-07,161.5
A001034,OPT-C-05-07,226.1
A001035,OPT-C-05-07,260
A001036,OPT-C-01-04,426.24
A001037,CANTI-LIGHT,547.25
A001038,CANTI-LIGHT,136
A001039,CANTI-LIGHT,739.935
A001040,OPT-AAA-01-04,67.915
A001041,OPT-C-01-04,374.625
A001042,OPT-C-01-04,251.68
A001043,OPT-C-01-04,242
A001044,OPT-AAA-01-04,624.75
A001045,OPT-AA-01-04,283.92
A001046,OPT-C-01-04,404.94
A001047,OPT-C-01-04,736
A001048,OPT-C-01-04,1764
A001049,OPT-C-01-04,1584
A001050,OPT-C-01-04,476.52
A001051,OPT-A-01-04,411.6
A001052,OPT-C-01-04,556.8
A001053,OPT-MDK-14,625.3
A001054,OPT-C-01-04,1568
A001055,CANTI-LIGHT,400.5
A001056,OPT-B-01-04,748
A001057,OPT-C-01-04,1728
A001058,OPT-C-01-04,1440
A001059,OPT-B-01-04,344
A001060,CANTI-LIGHT,3096
A001061,CANTI-LIGHT,2322
A001062,CANTI-LIGHT,405
A001063,CANTI-LIGHT,1099.455
A001064,CANTI-LIGHT,390.285
A001065,OPT-C-01-04,760.76
A001066,OPT-C-05-07,525.525
A001067,OPT-C-01-04,1322.5
A001068,OPT-C-01-04,2168.25
A001069,OPT-B-01-04,2436.75
A001070,OPT-A-01-04,1690
A001071,CANTI-LIGHT,9052.875
A001072,CANTI-LIGHT,1244.25
A001073,OPT-A-01-04,1352
A001074,OPT-C-01-04,1352
A001075,CANTI-LIGHT,6610.5
A001076,OPT-B-07-11,1173.9
A001077,CANTI-LIGHT,965.25
A001078,CANTI-LIGHT,14706.3
A001079,OPT-C-01-04,1584
A001080,CANTI-LIGHT,1560
A001081,OPT-A-01-04,392
A001082,OPT-A-01-04,534.6
A001083,OPT-B-01-04,2800
A001084,OPT-A-01-04,1800
A001085,OPT-MDK-14,2700
A001086,OPT-A-01-04,2178
A001087,OPT-C-01-04,697.5
A001088,OPT-C-01-04,1069.3
A001089,OPT-C-01-04,9450
A001090,OPT-B-01-04,0.001
A001091,,3422.5
A001092,CANTI-HEAVY,3584
A001093,OPT-C-01-04,250
A001094,OPT-C-01-04,119.07
A001095,OPT-C-01-04,118.08
A001096,OPT-C-01-04,258.795
A001097,OPT-C-05-07,814.625
A001098,OPT-C-01-04,415.53
A001099,CANTI-HEAVY,1432
A001100,OPT-C-01-04,808
A001101,OPT-C-01-04,3600
A001102,CANTI-LIGHT,2531.25
A001103,OPT-B-05-07,346.06
A001104,OPT-C-01-04,270
A001105,OPT-B-01-04,262.5
A001106,OPT-C-01-04,315.625
A001107,CANTI-LIGHT,924.44
A001108,OPT-C-01-04,222.345
A001109,OPT-AAAA-01-04,198.44
A001110,OPT-A-01-04,353.565
A001111,OPT-C-01-04,234.375
A001112,CANTI-LIGHT,0
A001113,EXHAUST,1958.4
A001114,OPT-C-01-04,622.895
A001115,OPT-C-01-04,525
A001116,CANTI-LIGHT,2208
A001117,OPT-A-05-07,385
A001118,OPT-A-01-04,232.128
A001119,OPT-C-01-04,414.4
A001120,OPT-C-01-04,246.875
A001121,OPT-B-01-04,209.56
A001122,OPT-A-07-11,502.25
A001123,OPT-C-01-04,0.256
A001124,OPT-C-01-04,0.324
A001125,OPT-C-01-04,0.361
A001126,OPT-C-01-04,1.152
A001127,OPT-B-01-04,1.058
A001128,OPT-C-01-04,0.729
A001129,OPT-C-01-04,0.784
A001130,OPT-C-01-04,1.568
A001131,OPT-C-01-04,1.922
A001132,OPT-A-01-04,2.312
A001133,OPT-AA-01-04,1.296
A001134,OPT-C-01-04,3.042
A001135,OPT-C-01-04,3.528
A001136,OPT-C-01-04,0.256
A001137,OPT-C-01-04,0.648
A001138,OPT-C-01-04,0.484
A001139,OPT-C-01-04,0.576
A001140,OPT-AAAA-01-04,1.682
A001141,OPT-C-01-04,1.922
A001142,OPT-C-01-04,0.729
A001143,OPT-C-01-04,0.841
A001144,OPT-C-01-04,0.968
A001145,OPT-C-01-04,0.578
A001146,OPT-C-01-04,0.196
A001147,OPT-C-01-04,3.872
A001148,OPT-C-01-04,4.608
A001149,OPT-AAAA-01-04,5.408
A001150,OPT-A-01-04,2.72
A001151,OPT-C-01-04,2.03
A001152,OPT-C-01-04,12.8
A001153,OPT-C-01-04,0
A001154,OPT-A-01-04,36.992
A001155,OPT-C-01-04,154.35
A001156,OPT-C-01-04,13.52
A001157,OPT-C-01-04,322.58
A001158,OPT-B-01-04,72
A001159,OPT-B-01-04,98
A001160,OPT-C-01-04,235.2
A001161,OPT-C-01-04,132.3
A001162,OPT-AA-01-04,39.2
A001163,OPT-C-01-04,235.2
A001164,OPT-C-01-04,0
A001165,OPT-A-01-04,444.771
A001166,OPT-C-01-04,100
A001167,OPT-C-01-04,121
A001168,OPT-C-01-04,428.75
A001169,OPT-C-01-04,100
A001170,OPT-C-01-04,100
A001171,OPT-C-01-04,48.6
A001172,OPT-C-01-04,143.325
A001173,OPT-C-01-04,324
A001174,OPT-C-01-04,324
A001175,OPT-C-01-04,202.8
A001176,OPT-C-01-04,588.35
A001177,OPT-AAA-01-04,256
A001178,OPT-AA-01-04,259.2
A001179,OPT-C-01-04,270.4
A001180,OPT-A-01-04,196
A001181,OPT-AAA-01-04,205.7
A001182,OPT-A-01-04,209.475
A001183,OPT-MDK-14,777.925
A001184,OPT-C-01-04,0.512
A001185,OPT-B-01-04,1.875
A001186,OPT-C-01-04,2.523
A001187,OPT-AAAA-01-04,0
A001188,OPT-C-01-04,1.2
A001189,OPT-B-01-04,0.588
A001190,OPT-C-01-04,1.568
A001191,OPT-C-01-04,0.256
A001192,OPT-A-01-04,0.882
A001193,OPT-A-01-04,2.7
A001194,OPT-C-01-04,0.1
A001195,OPT-C-01-04,0.196
A001196,OPT-AAA-01-04,4.107
A001197,OPT-C-01-04,1.458
A001198,OPT-C-01-04,0.2
A001199,OPT-AAAA-01-04,5.776
A001200,OPT-C-01-04,0.675
A001201,OPT-C-01-04,1.2
A001202,OPT-AAA-01-04,0.882
A001203,OPT-C-01-04,2.523
A001204,OPT-C-01-04,0.648
A001205,OPT-AAAA-01-04,0.972
A001206,OPT-AAAA-01-04,1.152
A001207,OPT-A-01-04,1.728
A001208,OPT-B-01-04,5.808
A001209,OPT-A-01-04,1.728
A001210,OPT-C-01-04,2.7
A001211,OPT-C-01-04,4.8
A001212,OPT-B-01-04,8.836
A001213,OPT-AAAA-01-04,3.267
A001214,,4.332
A001215,OPT-AAAA-01-04,1.728
A001216,OPT-C-01-04,3.362
A001217,OPT-C-01-04,6.075
A001218,OPT-C-01-04,9.075
A001219,OPT-C-01-04,33.708
A001220,OPT-AAAA-01-04,18.496
A001221,OPT-C-01-04,33.62
A001222,OPT-C-01-04,15.624
A001223,OPT-C-01-04,12.012
A001224,OPT-C-01-04,24.5
A001225,OPT-AAAA-01-04,69.62
A001226,OPT-C-01-04,453.75
A001227,OPT-AA-01-04,42.436
A001228,OPT-A-01-04,325.125
A001229,OPT-AAA-01-04,10.092
A001230,OPT-C-01-04,22.5
A001231,OPT-AAAA-01-04,24.3
A001232,OPT-AAAA-01-04,30
A001233,OPT-C-01-04,0.121
A001234,OPT-C-01-04,0.648
A001235,OPT-AAA-01-04,1.452
A001236,OPT-C-01-04,1.352
A001237,OPT-AA-01-04,3.072
A001238,OPT-AAA-01-04,2.45
A001239,OPT-C-01-04,3.042
A001240,OPT-C-01-04,0.392
A001241,OPT-C-01-04,3.2
A001242,OPT-C-01-04,93.104
A001243,OPT-AAAA-01-04,0.242
A001244,OPT-AAA-01-04,0.196
A001245,OPT-C-01-04,0.512
A001246,OPT-AAAA-01-04,0.648
A001247,OPT-AAAA-01-04,0.484
A001248,OPT-AAAA-01-04,1.152
A001249,OPT-AAAA-01-04,1.352
A001250,OPT-AAAA-01-04,1.8
A001251,OPT-C-01-04,0.968
A001252,OPT-A-01-04,2.883
A001253,OPT-C-01-04,9.408
A001254,OPT-A-01-04,19.2
A001255,OPT-A-01-04,0.169
A001256,OPT-C-01-04,1.452
A001257,OPT-C-01-04,1.922
A001258,OPT-C-01-04,3.888
A001259,OPT-C-01-04,8.112
A001260,OPT-A-01-04,0.072
A001261,OPT-A-01-04,19.044
A001262,OPT-C-01-04,16.875
A001263,OPT-AAAA-01-04,45.125
A001264,OPT-B-01-04,44.18
A001265,OPT-AA-01-04,50
A001266,OPT-C-01-04,37.636
A001267,OPT-A-01-04,40
A001268,OPT-AAAA-01-04,60.5
A001269,OPT-AA-01-04,84.5
A001270,OPT-C-01-04,88.445
A001271,OPT-C-01-04,58.8
A001272,OPT-C-01-04,72.075
A001273,OPT-C-01-04,9.3
A001274,OPT-AAA-01-04,276.125
A001275,OPT-C-01-04,230.187
A001276,OPT-A-01-04,3.2
A001277,OPT-A-01-04,8.427
A001278,OPT-C-01-04,0.768
A001279,OPT-B-01-04,32.4
A001280,OPT-C-01-04,36.1
A001281,OPT-B-01-04,0.049
A001282,OPT-C-01-04,0.036
A001283,OPT-C-01-04,0.147
A001284,OPT-C-01-04,0.338
A001285,OPT-C-01-04,0.144
A001286,OPT-AAA-01-04,0.338
A001287,OPT-A-01-04,0.243
A001288,OPT-AA-01-04,0.867
A001289,OPT-C-01-04,0.068
A001290,OPT-AAAA-01-04,0.578
A001291,OPT-AAAA-01-04,1.083
A001292,OPT-C-01-04,1.323
A001293,OPT-C-01-04,0.882
A001294,OPT-C-01-04,1.875
A001295,OPT-B-01-04,0.001
A001296,OPT-AA-01-04,1.25
A001297,OPT-AAA-01-04,2.352
A001298,OPT-C-01-04,2.7
A001299,OPT-B-01-04,0.784
A001300,OPT-A-01-04,3.888
A001301,OPT-C-01-04,4.107
A001302,OPT-AA-01-04,5.12
A001303,OPT-C-01-04,3.2
A001304,OPT-C-01-04,7.056
A001305,OPT-AAA-01-04,4.8
A001306,OPT-C-01-04,6.075
A001307,OPT-A-01-04,76.95
A001308,OPT-C-01-04,6.627
A001309,OPT-AAA-01-04,7.803
A001310,OPT-C-01-04,10.404
A001311,OPT-A-01-04,15.125
A001312,OPT-A-01-04,7.5
A001313,OPT-C-01-04,5
A001314,OPT-C-01-04,3.6
A001315,OPT-AAA-01-04,12.675
A001316,OPT-AA-01-04,13.872
A001317,OPT-AA-01-04,20.164
A001318,OPT-A-01-04,13.872
A001319,OPT-AAAA-01-04,12.8
A001320,OPT-AAA-01-04,17.787
A001321,OPT-AAAA-01-04,32
A001322,OPT-AAA-01-04,16.875
A001323,OPT-A-01-04,35.28
A001324,OPT-C-01-04,14.112
A001325,OPT-AAA-01-04,40.5
A001326,OPT-AA-01-04,21.675
A001327,OPT-B-01-04,45.125
A001328,OPT-B-01-04,24.843
A001329,OPT-C-01-04,16.928
A001330,OPT-A-01-04,24.3
A001331,OPT-C-01-04,28.227
A001332,OPT-AAAA-01-04,46.656
A001333,OPT-AAA-01-04,72
A001334,OPT-C-01-04,39.675
A001335,OPT-C-01-04,28.8
A001336,OPT-C-01-04,44.652
A001337,OPT-C-01-04,108.3
A001338,OPT-C-01-04,13.005
A001339,OPT-A-01-04,1.8
A001340,OPT-C-01-04,11.858
A001341,OPT-AAAA-01-04,1.587
A001342,OPT-AAA-01-04,1.587
A001343,OPT-C-01-04,3.844
A001344,OPT-A-01-04,3.675
A001345,OPT-A-01-04,8.112
A001346,OPT-AA-01-04,9.075
A001347,OPT-A-01-04,10.8
A001348,OPT-C-01-04,0.288
A001349,OPT-AAAA-01-04,0.3
A001350,OPT-AAAA-01-04,0.128
A001351,OPT-C-01-04,0.882
A001352,OPT-AA-01-04,4.8
A001353,OPT-C-01-04,36.3
A001354,OPT-C-01-04,53.868
A001355,,54.675
A001356,OPT-C-01-04,6.075
A001357,OPT-C-01-04,8.45
A001358,OPT-C-01-04,0.1
A001359,OPT-AAAA-01-04,0.225
A001360,OPT-C-01-04,3.888
A001361,OPT-C-01-04,0.081
A001362,OPT-B-01-04,0.225
A001363,OPT-AA-01-04,0.128
A001364,OPT-B-01-04,21.675
A001365,OPT-AAA-01-04,18.496
A001366,OPT-C-01-04,26.934
A001367,OPT-C-01-04,5.408
A001368,OPT-AAAA-01-04,0.242
A001369,OPT-AAAA-01-04,0.256
A001370,OPT-AAA-01-04,0.1
A001371,OPT-B-01-04,1.587
A001372,OPT-AAA-01-04,0.2
A001373,OPT-C-01-04,16.875
A001374,OPT-AAA-01-04,0.338
A001375,OPT-AAAA-01-04,0.288
A001376,OPT-AA-01-04,37.632
A001377,OPT-AAA-01-04,15.876
A001378,OPT-AAAA-01-04,0.45
A001379,OPT-C-01-04,9.075
A001380,OPT-B-01-04,21.125
A001381,OPT-A-01-04,16.9
A001382,OPT-C-01-04,14.4
A001383,OPT-C-01-04,2.304
A001384,OPT-C-01-04,18.605
A001385,OPT-C-01-04,3.468
A001386,OPT-B-01-04,0.512
A001387,,0.972
A001388,OPT-B-01-04,0.512
A001389,OPT-A-01-04,0.049
A001390,OPT-AA-01-04,0.036
A001391,OPT-C-01-04,1.058
A001392,OPT-C-01-04,1.058
A001393,OPT-AAAA-01-04,17.956
A001394,OPT-B-01-04,0.768
A001395,OPT-AAA-01-04,24.3
A001396,,0.288
A001397,,1.728
A001398,,1.728
A001399,,0.289
A001400,,0.588
A001401,,1.2
A001402,OPT-C-01-04,0
A001403,OPT-C-01-04,0
A001404,OPT-C-01-04,0
A001405,OPT-C-01-04,0
A001406,OPT-C-01-04,0
A001407,CANTI-LIGHT,0
A001408,OPT-C-01-04,0
A001409,CANTI-LIGHT,1632
A001410,CANTI-HEAVY,1737.5
A001411,OPT-C-05-07,1750
A001412,OPT-C-05-07,2751.375
A001413,OPT-C-01-04,0
A001414,CANTI-HEAVY,0
A001415,OPT-C-01-04,0
A001416,CANTI-LIGHT,0
A001417,OPT-C-01-04,0
A001418,OPT-C-01-04,0
A001419,OPT-C-01-04,15.903
A001420,OPT-C-01-04,14.58
A001421,OPT-C-01-04,466.2
A001422,OPT-C-01-04,180
A001423,OPT-C-01-04,453.6
A001424,OPT-AAAA-01-04,28
A001425,,20.8
A001426,OPT-C-01-04,24
A001427,OPT-AAA-01-04,32.76
A001428,OPT-AA-01-04,29.04
A001429,OPT-B-01-04,46.656
A001430,OPT-AAA-01-04,48.18
A001431,OPT-AAAA-01-04,73.125
A001432,OPT-AAAA-01-04,95.76
A001433,OPT-C-01-04,485.625
A001434,CANTI-LIGHT,0
A001435,OPT-AA-01-04,76.5
A001436,OPT-AAA-01-04,103.2
A001437,OPT-AAAA-01-04,108
A001438,OPT-A-01-04,140.76
A001439,OPT-B-01-04,262.5
A001440,OPT-A-01-04,180.5
A001441,OPT-C-01-04,195.04
A001442,OPT-C-01-04,330.924
A001443,OPT-C-01-04,129.6
A001444,OPT-B-01-04,242
A001445,OPT-AA-01-04,360
A001446,OPT-AA-01-04,343.2
A001447,OPT-C-01-04,31.08
A001448,OPT-AAAA-01-04,5.313
A001449,OPT-AAA-01-04,11.76
A001450,OPT-AA-01-04,14.56
A001451,OPT-AAA-01-04,18.135
A001452,OPT-AAAA-01-04,22.308
A001453,OPT-AA-01-04,37.8
A001454,OPT-C-01-04,41.472
A001455,OPT-C-01-04,173.04
A001456,OPT-C-01-04,269.34
A001457,OPT-B-01-04,328.32
A001458,OPT-A-01-04,433.125
A001459,OPT-C-01-04,645
A001460,OPT-C-01-04,793.125
A001461,OPT-C-01-04,84
A001462,OPT-C-01-04,87.75
A001463,OPT-C-01-04,234
A001464,OPT-C-01-04,128.25
A001465,OPT-C-01-04,262.5
A001466,OPT-C-01-04,22.5
A001467,OPT-A-01-04,0
A001468,OPT-C-01-04,0
A001469,OPT-C-01-04,4.5
A001470,OPT-C-01-04,5.44
A001471,OPT-C-01-04,15.3
A001472,OPT-C-01-04,17.1
A001473,OPT-C-01-04,50
A001474,OPT-C-01-04,32.832
A001475,OPT-C-01-04,0
A001476,OPT-AAA-01-04,37.206
A001477,OPT-C-01-04,36.63
A001478,OPT-C-01-04,75.9
A001479,OPT-A-01-04,70.2
A001480,OPT-C-01-04,148.75
A001481,OPT-C-01-04,265.68
A001482,OPT-C-01-04,412.5
A001483,OPT-B-01-04,19.8
A001484,OPT-A-01-04,747
A001485,OPT-A-01-04,658.75
A001486,OPT-AAAA-01-04,19.228
A001487,OPT-AA-01-04,448
A001488,OPT-C-01-04,9.504
A001489,OPT-C-01-04,10.5
A001490,OPT-C-01-04,15.744
A001491,OPT-AA-01-04,22.188
A001492,OPT-C-01-04,22.56
A001493,OPT-B-01-04,3.588
A001494,OPT-AAAA-01-04,10.5
A001495,OPT-A-01-04,32
A001496,OPT-C-01-04,1.43
A001497,OPT-C-01-04,532
A001498,OPT-C-01-04,2286.25
A001499,OPT-C-01-04,2663.25
A001500,OPT-A-01-04,584.6
A001501,OPT-C-01-04,396
A001502,OPT-C-01-04,542.5
A001503,OPT-C-01-04,680
A001504,OPT-C-01-04,562.48
A001505,OPT-C-01-04,208.8
A001506,OPT-C-01-04,13.566
A001507,OPT-C-01-04,14.72
A001508,OPT-C-01-04,78.228
A001509,OPT-C-01-04,0
A001510,OPT-C-01-04,4.41
A001511,OPT-C-01-04,0.729
A001512,OPT-C-01-04,1.69
A001513,OPT-C-01-04,10.625
A001514,OPT-C-01-04,0.729
A001515,OPT-A-01-04,3.24
A001516,OPT-C-01-04,0.729
A001517,OPT-C-01-04,2.25
A001518,OPT-C-01-04,0.64
A001519,OPT-C-01-04,3.584
A001520,OPT-AAAA-01-04,4.59
A001521,OPT-C-01-04,11.132
A001522,OPT-A-01-04,8.8
A001523,OPT-A-01-04,15.066
A001524,OPT-C-01-04,22.4
A001525,OPT-C-01-04,30.996
A001526,OPT-C-01-04,36
A001527,OPT-A-01-04,15.066
A001528,OPT-C-01-04,3.36
A001529,OPT-C-01-04,3.432
A001530,OPT-A-01-04,5.95
A001531,OPT-A-01-04,17.6
A001532,OPT-C-01-04,22.176
A001533,OPT-C-01-04,47.36
A001534,OPT-C-01-04,31.212
A001535,OPT-C-01-04,17.6
A001536,OPT-C-01-04,8.721
A001537,OPT-AA-01-04,5.6
A001538,OPT-C-01-04,8.721
A001539,OPT-B-01-04,19.44
A001540,OPT-C-01-04,25.947
A001541,OPT-B-01-04,24.3
A001542,OPT-C-01-04,34.56
A001543,OPT-C-01-04,39.072
A001544,OPT-A-01-04,11.172
A001545,OPT-C-01-04,4.032
A001546,OPT-C-01-04,5.6
A001547,OPT-C-01-04,8.398
A001548,OPT-AA-01-04,15
A001549,OPT-C-01-04,18.972
A001550,OPT-B-01-04,27
A001551,OPT-C-01-04,31.008
A001552,OPT-A-01-04,59.76
A001553,OPT-C-01-04,46.17
A001554,OPT-C-01-04,34.8
A001555,OPT-C-01-04,32.64
A001556,OPT-B-01-04,14.336
A001557,OPT-C-01-04,30.096
A001558,OPT-C-01-04,75.264
